pecha_id,batch,ann_id,start,end,n_members,member_ann_ids,dropped
I058DD999,new,df01707a9a9f4d3e8a67971057ada2b8,52918,53070,1,df01707a9a9f4d3e8a67971057ada2b8,False
I058DD999,new,883a0ceb2ccb4bdbacc121d402fbbb75,53113,53248,1,883a0ceb2ccb4bdbacc121d402fbbb75,False
I058DD999,new,5ce331f3240b495fb419e5801fac6017,54469,54540,1,5ce331f3240b495fb419e5801fac6017,False
I058DD999,new,63fc1958ee0e49a4a5eb621bde268e91,54564,54682,1,63fc1958ee0e49a4a5eb621bde268e91,False
I058DD999,new,f93cda3a695b40a68f5d36e07c9d815f,54847,54998,1,f93cda3a695b40a68f5d36e07c9d815f,False
I058DD999,new,c1f33defdf68491887cfdfd68467553f,55259,55419,1,c1f33defdf68491887cfdfd68467553f,False
I058DD999,new,763ec83e065b49a5bc0455e9c3736f13,55441,55557,1,763ec83e065b49a5bc0455e9c3736f13,False
I058DD999,new,273f0084d32541f5b351566ef3c07d06,55643,55822,1,273f0084d32541f5b351566ef3c07d06,False
I058DD999,new,a6c637a14f484ada9e9905d016d090a8,55833,55945,1,a6c637a14f484ada9e9905d016d090a8,False
I058DD999,new,f6b63be378544a73966a2467ccce0235,58537,58699,1,f6b63be378544a73966a2467ccce0235,False
I058DD999,new,048884dfd018427cb6283ec852c3cb07,58713,58851,1,048884dfd018427cb6283ec852c3cb07,False
I058DD999,new,acac398f98884fb6aeae20438c1fbd1a,59747,59869,1,acac398f98884fb6aeae20438c1fbd1a,False
I058DD999,new,c4fbf2bba834476ca306ffeb7bb4220a,59883,60007,1,c4fbf2bba834476ca306ffeb7bb4220a,False
I058DD999,new,3dfcc56c5f2a4ae9a14b6a020d855c26,60038,60151,1,3dfcc56c5f2a4ae9a14b6a020d855c26,False
I058DD999,new,e811b062bd844dd7ae74ec942e125812,60352,60498,1,e811b062bd844dd7ae74ec942e125812,False
I058DD999,new,1bda80f9efc3427592ea38159d6b80d1,60517,60634,1,1bda80f9efc3427592ea38159d6b80d1,False
I058DD999,new,f85a481153ff4c94b60d40569b145e72,61443,61609,1,f85a481153ff4c94b60d40569b145e72,False
I058DD999,new,fecdcd82cc7d4270adeabdede9e521ee,61635,61945,1,fecdcd82cc7d4270adeabdede9e521ee,False
I058DD999,new,aa37113b6c1540f7ae32dc1741e7f9b2,62879,63046,1,aa37113b6c1540f7ae32dc1741e7f9b2,False
I058DD999,new,0a2f8c32101f455390b6c3c31d8f2e80,64812,64890,1,0a2f8c32101f455390b6c3c31d8f2e80,False
I058DD999,new,3a503aa27c4a492f91a5f5c5137b0ccb,65157,65261,1,3a503aa27c4a492f91a5f5c5137b0ccb,False
I058DD999,new,a9122d4eb47f4f95918108cb110acb4e,65590,65917,1,a9122d4eb47f4f95918108cb110acb4e,False
I058DD999,new,19b69a9d65994355a6741f1f36062fca,66799,67243,1,19b69a9d65994355a6741f1f36062fca,False
I058DD999,new,2d19a24df8f84292bb2f1c705323e709,68921,69403,1,2d19a24df8f84292bb2f1c705323e709,False
I058DD999,new,83b915904da9421ab1b1c3953517035a,71443,71838,1,83b915904da9421ab1b1c3953517035a,False
I058DD999,new,1e50c12b2950426e9b9b8c31f6bf44ff,87712,87782,1,1e50c12b2950426e9b9b8c31f6bf44ff,False
I058DD999,new,f03f3b195ef141c2b3f2005b67b2c9ae,91697,92307,1,f03f3b195ef141c2b3f2005b67b2c9ae,False
I058DD999,new,merge:a62e9d533cc745e4b55aaeeb5b1a2386+efcfa11f08c0427e8cd307a6767169be+4c36059240c4444b80fcf09ee8eae45b+292da994070a44c79895f00ebee54c92,94971,95589,4,a62e9d533cc745e4b55aaeeb5b1a2386+efcfa11f08c0427e8cd307a6767169be+4c36059240c4444b80fcf09ee8eae45b+292da994070a44c79895f00ebee54c92,False
I058DD999,new,726521bbe17745b98a40761cc49d7cc1,96714,96888,1,726521bbe17745b98a40761cc49d7cc1,False
I058DD999,new,65d22606fe0a43118419f5ece59daf1e,97506,97976,1,65d22606fe0a43118419f5ece59daf1e,False
I058DD999,new,5f4f1dc5ec5f4baa9880e2980962d0ba,99838,99994,1,5f4f1dc5ec5f4baa9880e2980962d0ba,False
I058DD999,new,e61bf03917634633ba70d39fc9882f41,101094,101252,1,e61bf03917634633ba70d39fc9882f41,False
I058DD999,new,af47a112f3e347e8b3ef74ef67ad863a,103165,103315,1,af47a112f3e347e8b3ef74ef67ad863a,False
I058DD999,new,merge:eb28cf15e80048709c471075c4c42614+834a9f612a1f4b8ca3d8036e88523b99,103391,103861,2,eb28cf15e80048709c471075c4c42614+834a9f612a1f4b8ca3d8036e88523b99,False
I058DD999,new,2a6609872d964f8eaaba5393f7450798,104031,104268,1,2a6609872d964f8eaaba5393f7450798,False
I058DD999,new,ab6bc0b431bd427a990f768da974ab8b,104608,104728,1,ab6bc0b431bd427a990f768da974ab8b,False
I058DD999,new,a4aeab5d0f5c48b9af19f9467ce986b5,106284,106654,1,a4aeab5d0f5c48b9af19f9467ce986b5,False
I058DD999,new,2e5d2c546d034ba0aa5fcf6f69f5990e,107358,107661,1,2e5d2c546d034ba0aa5fcf6f69f5990e,False
I058DD999,new,3cd2469c78c04da5a0e359b314f1b8ec,109470,109557,1,3cd2469c78c04da5a0e359b314f1b8ec,False
I058DD999,new,8aa5e42a0ea7444db0972e2e1cb3d8f6,109586,109756,1,8aa5e42a0ea7444db0972e2e1cb3d8f6,False
I058DD999,new,ba6b867484c648c9ab62e9a11ba311c7,109786,109908,1,ba6b867484c648c9ab62e9a11ba311c7,False
I058DD999,new,a87da7bf705e4384ad36b9a0d7c66d30,112758,112994,1,a87da7bf705e4384ad36b9a0d7c66d30,False
I058DD999,new,631f49fe5327438096142d862ce729b0,113006,113250,1,631f49fe5327438096142d862ce729b0,False
I058DD999,new,7c982e0609534f9fac73d128f124615e,115196,115334,1,7c982e0609534f9fac73d128f124615e,False
I058DD999,new,9fe2ec4221be4478854d26215b3c656b,116562,116686,1,9fe2ec4221be4478854d26215b3c656b,False
I058DD999,new,578eb4337bec43e78b218d3607af6527,121724,121908,1,578eb4337bec43e78b218d3607af6527,False
I058DD999,new,155d80767dc14dfa9b45252cdb8058a4,122377,122494,1,155d80767dc14dfa9b45252cdb8058a4,False
I058DD999,new,b35675a072d34b95a746d46726ab7add,122765,122844,1,b35675a072d34b95a746d46726ab7add,False
I058DD999,new,8ea16e55c0434d2b8117835eaea30cf5,123283,123394,1,8ea16e55c0434d2b8117835eaea30cf5,False
I058DD999,new,merge:070b92b4b3964535ab09a3221d59a37b+d19275913b5741bca576c75afc66bbdf+8c511c9db8104fc384f614bf645b6dcd,125708,126195,3,070b92b4b3964535ab09a3221d59a37b+d19275913b5741bca576c75afc66bbdf+8c511c9db8104fc384f614bf645b6dcd,False
I058DD999,new,merge:0371a991694d48d899cf184a88f67a1b+11e449e64af545efb1a031ef64a5415b+37d83a4165ed4585aa729e794fb1f02f+9c72217e80bf458d9a5796715b9c4c4d+71d9b694c4fb4e69bcd75b2e5f6c718f,126961,127694,5,0371a991694d48d899cf184a88f67a1b+11e449e64af545efb1a031ef64a5415b+37d83a4165ed4585aa729e794fb1f02f+9c72217e80bf458d9a5796715b9c4c4d+71d9b694c4fb4e69bcd75b2e5f6c718f,False
I058DD999,new,4ec071dd66cb4136a3c9b7b13733a202,128882,129356,1,4ec071dd66cb4136a3c9b7b13733a202,False
I058DD999,new,merge:2201b160a6974175b8417f5fedd3bd77+a2eba2f514174f5eaa0da691f42fa0ea+af35b804344248fc86346cf617bb38b2+0b0cf0289ff64b4783322d80980aeff8+e3e69fa2157a47989fb5b36deacb7d28+3de22aeea1e84341803c9a538aa0bc02,133348,134325,6,2201b160a6974175b8417f5fedd3bd77+a2eba2f514174f5eaa0da691f42fa0ea+af35b804344248fc86346cf617bb38b2+0b0cf0289ff64b4783322d80980aeff8+e3e69fa2157a47989fb5b36deacb7d28+3de22aeea1e84341803c9a538aa0bc02,False
I058DD999,new,merge:81a4b9ac0f004d9c9bf57d2b51cda470+4d4ffe261c2744c89b80be4642c710d7+d2afd90b5fdb416c957ffd56c5b10693,134578,135070,3,81a4b9ac0f004d9c9bf57d2b51cda470+4d4ffe261c2744c89b80be4642c710d7+d2afd90b5fdb416c957ffd56c5b10693,False
I058DD999,new,ed91185db5724a519dbda0f54a457a0d,138985,139146,1,ed91185db5724a519dbda0f54a457a0d,False
I058DD999,new,a32cfc1932d64af893e9111acda91a84,155505,155668,1,a32cfc1932d64af893e9111acda91a84,False
I058DD999,new,merge:ec9625924e0542e9995bb86f78596709+c7fab1ba78ff4d39861918c676d65c0b+ec6c9d2af0c64d58bfcaa8ac737336c4+6c4fc7c55d804a2c94de49b937841977+0bf6ab27fa6f4f79b6735dce0ee02800+00c5588d29274be4b7f5c2aa043b1e70+04f38500f7574e1380fcc06f838e69c9+c07bf0ea189041e5a8bdc4d798233e98+64814fd49e254cb09830a33c3dd0b020,156713,157211,9,ec9625924e0542e9995bb86f78596709+c7fab1ba78ff4d39861918c676d65c0b+ec6c9d2af0c64d58bfcaa8ac737336c4+6c4fc7c55d804a2c94de49b937841977+0bf6ab27fa6f4f79b6735dce0ee02800+00c5588d29274be4b7f5c2aa043b1e70+04f38500f7574e1380fcc06f838e69c9+c07bf0ea189041e5a8bdc4d798233e98+64814fd49e254cb09830a33c3dd0b020,False
I058DD999,new,merge:00942e00bbdb4a2786c19f6063a12089+6769f55456124c799eb00966d301d961+86bed979c0c3416a919ec3692bc61d2b+be46cf14eebf4a39aee8dbdc5df6f675,160040,160620,4,00942e00bbdb4a2786c19f6063a12089+6769f55456124c799eb00966d301d961+86bed979c0c3416a919ec3692bc61d2b+be46cf14eebf4a39aee8dbdc5df6f675,False
I058DD999,new,f98cf2b2aa594929bb573851a6a5520e,160656,161151,1,f98cf2b2aa594929bb573851a6a5520e,False
I058DD999,new,726164d55b63472ab1b1d0c4610905ee,161363,161689,1,726164d55b63472ab1b1d0c4610905ee,False
I058DD999,new,merge:d420309e1e584098a65a9f54ba67ecfd+feb9355a5d394d90b6e32e0a409775a8+a7eb4bc1129c402eb7e4a497f3055d65+7d33941e28d94eebaedcc2059dd0fc5a+12419174158d4f1d8fdcbbe5ef0f8b57,161939,162648,5,d420309e1e584098a65a9f54ba67ecfd+feb9355a5d394d90b6e32e0a409775a8+a7eb4bc1129c402eb7e4a497f3055d65+7d33941e28d94eebaedcc2059dd0fc5a+12419174158d4f1d8fdcbbe5ef0f8b57,False
I058DD999,new,2cb8aa84613043758b07d6dd27144e5c,163906,164071,1,2cb8aa84613043758b07d6dd27144e5c,False
I058DD999,new,merge:a18892ad82de4e24b552be64bd98135c+682833bfba0c4e258d05f772ab7dcf63+284aa1a6d731434b8a0413d8c340dc27+a2c9de57c83e45ebab766b7b21a2445a+18a424342ed241dfb5c6c784519bc038+2d255e4a6940494bace0b8e95e6bcdf8+f3fad393a3bd40578acf866f7968f41f+363d4b76063d405fbbdefe76d6d62478+a96ce810001a450389c99bb1a2baec2b,164103,165492,9,a18892ad82de4e24b552be64bd98135c+682833bfba0c4e258d05f772ab7dcf63+284aa1a6d731434b8a0413d8c340dc27+a2c9de57c83e45ebab766b7b21a2445a+18a424342ed241dfb5c6c784519bc038+2d255e4a6940494bace0b8e95e6bcdf8+f3fad393a3bd40578acf866f7968f41f+363d4b76063d405fbbdefe76d6d62478+a96ce810001a450389c99bb1a2baec2b,False
I069801F1,new,merge:6f19288de87542d0abd17fa65ca66eae+380d16028fcd49b4b58818133e1ffc4c+a59ea58ec4244c5f9a8d9b7a97109e54+6c0a31101f474078a23cf064bbf47508,958,1089,4,6f19288de87542d0abd17fa65ca66eae+380d16028fcd49b4b58818133e1ffc4c+a59ea58ec4244c5f9a8d9b7a97109e54+6c0a31101f474078a23cf064bbf47508,False
I069801F1,new,merge:2304ad85bcad4a3bb4d34d03ceb59654+2832613520f84e51a126d1d67a147be8+076f7cf8bd5a462f94b2421a0d969c14+99e901f174144f5bba4782c807897526,13891,14017,4,2304ad85bcad4a3bb4d34d03ceb59654+2832613520f84e51a126d1d67a147be8+076f7cf8bd5a462f94b2421a0d969c14+99e901f174144f5bba4782c807897526,False
I069801F1,new,bd3320d582ae4993acbf10297b3b5c46,19388,19508,1,bd3320d582ae4993acbf10297b3b5c46,False
I069801F1,new,26ff73e9d2a44de2a750465ac8bb4033,28885,29021,1,26ff73e9d2a44de2a750465ac8bb4033,False
I069801F1,new,685a693c34004210b641bc691cc5b4f5,39335,39471,1,685a693c34004210b641bc691cc5b4f5,False
I069801F1,new,merge:0c958ed7595447858c8adb1469be937f+4f9a2949c79949f1a9e045b0a585f53e,55646,55881,2,0c958ed7595447858c8adb1469be937f+4f9a2949c79949f1a9e045b0a585f53e,False
I07240379,new,f92f88c100fb40b0a3f1d0d1600f43f2,7426,7464,1,f92f88c100fb40b0a3f1d0d1600f43f2,False
I07240379,new,a5c9aed799b44b4cb1f5e84a5d0330a1,7485,7538,1,a5c9aed799b44b4cb1f5e84a5d0330a1,False
I07240379,new,dddc1e2c1a7c4cacb6bc0fc21bfc43d1,20314,20468,1,dddc1e2c1a7c4cacb6bc0fc21bfc43d1,False
I0B81CD66,new,7336a587454b4d199d945750ab65bccc,94026,94141,1,7336a587454b4d199d945750ab65bccc,False
I0FCFA88F,new,merge:12aeffe9afb242468e4743c2f9a53714+768069d4f42f44168e487895a30bb4f7,11456,11737,2,12aeffe9afb242468e4743c2f9a53714+768069d4f42f44168e487895a30bb4f7,False
I0FCFA88F,new,20a25afac4c841bfb55d2e89d2ea6407,13735,13858,1,20a25afac4c841bfb55d2e89d2ea6407,False
I0FCFA88F,new,3827d9554b0f4cbfa2da44a7d28cec8a,31751,31907,1,3827d9554b0f4cbfa2da44a7d28cec8a,False
I0FCFA88F,new,a94a1639556b4ad3872dd024b9c5a578,34269,34514,1,a94a1639556b4ad3872dd024b9c5a578,False
I0FCFA88F,new,1abf952c7b574a7e9e92fbd3f860f6be,35757,35877,1,1abf952c7b574a7e9e92fbd3f860f6be,False
I0FCFA88F,new,dadc3c92dbdd4a768b89b2ea22e4367f,41271,41356,1,dadc3c92dbdd4a768b89b2ea22e4367f,False
I0FCFA88F,new,3e4c8f249b794ef595ed8e0882458b5d,52325,52801,1,3e4c8f249b794ef595ed8e0882458b5d,False
I0FCFA88F,new,11b418dfe6ff463dbbe1e01c67a1212f,74349,74588,1,11b418dfe6ff463dbbe1e01c67a1212f,False
I0FCFA88F,new,d8a54d18e7c74f8f90a8df2eb35d324d,77719,77910,1,d8a54d18e7c74f8f90a8df2eb35d324d,False
I0FCFA88F,new,bd5a40f1cddc4b0b9f2e75ae269758a3,89925,90239,1,bd5a40f1cddc4b0b9f2e75ae269758a3,False
I0FCFA88F,new,3d43e5f9294f42eaa39c6c1626dd97e0,93929,94240,1,3d43e5f9294f42eaa39c6c1626dd97e0,False
I0FCFA88F,new,1fce0ff790cc431aba2d2d799ae8ef4c,107877,107938,1,1fce0ff790cc431aba2d2d799ae8ef4c,False
I0FCFA88F,new,4912551485e6470caf9dd0d6e3675588,107976,108059,1,4912551485e6470caf9dd0d6e3675588,False
I0FCFA88F,new,f33361d4259f4e60abd98d29e93d5275,113789,113986,1,f33361d4259f4e60abd98d29e93d5275,False
I0FCFA88F,new,2aecb2b26a574fee883295dac54d1c81,114238,114365,1,2aecb2b26a574fee883295dac54d1c81,False
I0FCFA88F,new,96f26a0b237a4b18a2e4434524f36833,114587,114752,1,96f26a0b237a4b18a2e4434524f36833,False
I0FCFA88F,new,d5a9d5d172f042cd9f820e7dac83577f,117323,117466,1,d5a9d5d172f042cd9f820e7dac83577f,False
I0FCFA88F,new,00dc05187eb54693a856d7efb5c4d07e,118159,118283,1,00dc05187eb54693a856d7efb5c4d07e,False
I0FCFA88F,new,4609ff445bc14a72af5ced11b16a8c86,118332,118572,1,4609ff445bc14a72af5ced11b16a8c86,False
I0FCFA88F,new,5024365454bf41c190d5108d5563a989,118607,118840,1,5024365454bf41c190d5108d5563a989,False
I0FCFA88F,new,d57657129be8489a82c061b5c981a0a4,120147,122010,1,d57657129be8489a82c061b5c981a0a4,False
I0FCFA88F,new,merge:901414ac4459471899ed0ddabea1b098+e04459c5f81f4ebea1dcbb687b8a6a45,122416,122715,2,901414ac4459471899ed0ddabea1b098+e04459c5f81f4ebea1dcbb687b8a6a45,False
I0FCFA88F,new,3b948d4577524005a270a2f3cd9859a2,123301,123456,1,3b948d4577524005a270a2f3cd9859a2,False
I0FCFA88F,new,5cc898ed22d8499b96cc9b86edb7a7c8,123938,124201,1,5cc898ed22d8499b96cc9b86edb7a7c8,False
I0FCFA88F,new,394b2ff898844923b7262669f07862e7,125058,125611,1,394b2ff898844923b7262669f07862e7,False
I0FCFA88F,new,06ee4cf999334251a3e4dec5fea44619,135586,136010,1,06ee4cf999334251a3e4dec5fea44619,False
I0FCFA88F,new,426a15b173fa488caa31a1ed37a5be6b,137236,138077,1,426a15b173fa488caa31a1ed37a5be6b,False
I0FCFA88F,new,2e6c5fa6733b4a89b89ea4028fc20a12,138524,138660,1,2e6c5fa6733b4a89b89ea4028fc20a12,False
I0FCFA88F,new,c3c37e98bc384353b1680c7e1313e44f,139552,139855,1,c3c37e98bc384353b1680c7e1313e44f,False
I0FCFA88F,new,2301f310ff8245fb9bdeaf8201739029,140356,140446,1,2301f310ff8245fb9bdeaf8201739029,False
I0FCFA88F,new,d1a959cd2dee493d8700f4b6113f5d23,140516,140741,1,d1a959cd2dee493d8700f4b6113f5d23,False
I0FCFA88F,new,488ba8d4171d4279b14072a48c9290eb,141150,141375,1,488ba8d4171d4279b14072a48c9290eb,False
I0FCFA88F,new,c6040360f4cf45ec9420bab34e48f8dd,141742,141901,1,c6040360f4cf45ec9420bab34e48f8dd,False
I0FCFA88F,new,9bdca1151d924698b38906008c440259,142232,142380,1,9bdca1151d924698b38906008c440259,False
I0FCFA88F,new,75eba93843044b49b124b0ebb8dc6298,142668,143007,1,75eba93843044b49b124b0ebb8dc6298,False
I0FCFA88F,new,73c9b71e90e14547ad61b946eab1c456,143675,143904,1,73c9b71e90e14547ad61b946eab1c456,False
I0FCFA88F,new,40371a0723494dbda0b171a20d8c8b12,144524,144640,1,40371a0723494dbda0b171a20d8c8b12,False
I0FCFA88F,new,33b38e8b7b4147aba22af1a48f01738b,144665,144784,1,33b38e8b7b4147aba22af1a48f01738b,False
I0FCFA88F,new,391bff7458124b079b66401100f275ce,144815,144924,1,391bff7458124b079b66401100f275ce,False
I0FCFA88F,new,13f47ed4d6e04595982c20849ff9baaa,145901,145993,1,13f47ed4d6e04595982c20849ff9baaa,False
I0FCFA88F,new,4918119ee7cc479e9939d406ee104b3a,146015,146105,1,4918119ee7cc479e9939d406ee104b3a,False
I0FCFA88F,new,8039884db1c54ea4bf3036ae9602b5ac,146144,146290,1,8039884db1c54ea4bf3036ae9602b5ac,False
I0FCFA88F,new,10aad7fe2d9141fe91634a8c8cb7cf54,146341,146452,1,10aad7fe2d9141fe91634a8c8cb7cf54,False
I0FCFA88F,new,74b0c45402d547868308a9531487ca1a,149750,149809,1,74b0c45402d547868308a9531487ca1a,False
I0FCFA88F,new,5d104130bfee4002a69f79eb08a4d902,150043,150160,1,5d104130bfee4002a69f79eb08a4d902,False
I0FCFA88F,new,6ab6afcf1d7e421099e0e7ea1ec8bf66,150492,150844,1,6ab6afcf1d7e421099e0e7ea1ec8bf66,False
I0FCFA88F,new,a8c0c36b71f64bbe9d3ef9d37763ba55,151515,151659,1,a8c0c36b71f64bbe9d3ef9d37763ba55,False
I0FCFA88F,new,3879bf3d2c7a42bca4322e5565290a4c,152453,152568,1,3879bf3d2c7a42bca4322e5565290a4c,False
I0FCFA88F,new,39effe579e534b598a75466a75825225,153043,153160,1,39effe579e534b598a75466a75825225,False
I0FCFA88F,new,d8d255b35a7445d6b6c9e229a6249b17,153212,153298,1,d8d255b35a7445d6b6c9e229a6249b17,False
I0FCFA88F,new,1e2d0589b029445db95bda6c5811cc13,153441,153799,1,1e2d0589b029445db95bda6c5811cc13,False
I0FCFA88F,new,96bb816522c94e5098af0dbfe3e8b333,154332,154520,1,96bb816522c94e5098af0dbfe3e8b333,False
I0FCFA88F,new,0835a7515b52409280058c708e827339,154881,155213,1,0835a7515b52409280058c708e827339,False
I0FCFA88F,new,5e055a3d8c114b0fa0c803e33bf01ff3,155674,157240,1,5e055a3d8c114b0fa0c803e33bf01ff3,False
I0FCFA88F,new,a22847f4d55342a48a9fd2bbee400faa,159545,159867,1,a22847f4d55342a48a9fd2bbee400faa,False
I0FCFA88F,new,429d813ab5a7483790af81607cd44f3c,160578,161100,1,429d813ab5a7483790af81607cd44f3c,False
I0FCFA88F,new,dab4e71ea0f14b94ab4a59c16fa10e89,162361,162669,1,dab4e71ea0f14b94ab4a59c16fa10e89,False
I0FCFA88F,new,9f048f4d47964dd0a4b5b74b265fdc40,164354,165737,1,9f048f4d47964dd0a4b5b74b265fdc40,False
I0FCFA88F,new,e54522d529174496872e8c0360237225,171009,171294,1,e54522d529174496872e8c0360237225,False
I0FCFA88F,new,5a04841ca0614453bda7c3e45282e94a,174469,174625,1,5a04841ca0614453bda7c3e45282e94a,False
I0FCFA88F,new,b1823799df944ad0bd8270a0abc7be25,175506,175742,1,b1823799df944ad0bd8270a0abc7be25,False
I0FCFA88F,new,632957a56fad47c79a071c795009bc29,175856,175972,1,632957a56fad47c79a071c795009bc29,False
I0FCFA88F,new,a5bcaf8fe2ba4948b99df5eaff618b23,176279,176967,1,a5bcaf8fe2ba4948b99df5eaff618b23,False
I0FCFA88F,new,e0b3044f5506478984ad49e9bf648ccf,177928,178222,1,e0b3044f5506478984ad49e9bf648ccf,False
I0FCFA88F,new,82f71ad74e154862a35e7a8a23d42bfa,178617,179043,1,82f71ad74e154862a35e7a8a23d42bfa,False
I0FCFA88F,new,afdfff7170c44b59ae9ab0fe2569b600,179757,180096,1,afdfff7170c44b59ae9ab0fe2569b600,False
I0FCFA88F,new,c01a2da3c2c14bd989d12d7b7824903d,180798,181023,1,c01a2da3c2c14bd989d12d7b7824903d,False
