repo_id,batch,ann_id,start,end,start_is_clean,char_before_start,end_is_clean,last_char_of_span
I0FCFA88F,new,d8a54d18e7c74f8f90a8df2eb35d324d,77719,77908,True,\n,False,ི
I0FCFA88F,new,bd5a40f1cddc4b0b9f2e75ae269758a3,89925,90237,True,\n,False,ི
I0FCFA88F,new,f33361d4259f4e60abd98d29e93d5275,113789,113984,True,\n,False,ུ
I0FCFA88F,new,8039884db1c54ea4bf3036ae9602b5ac,146144,146288,True,\n,False,ོ
I0FCFA88F,new,a05e8807b6b04b78af6da7372c790377,236414,236889,True,\n,False,ི
I0FCFA88F,new,ac0475f2fc5b4e3490651d9a4aed2c34,237366,237522,True,\n,False,ོ
I0FCFA88F,new,8d4df3ebfc264e35b3654491559e7657,237803,238828,True,\n,False,ག
I163178A0,new,39977b35847049f5978a9c53b896236b,7014,7039,True,་,False,ས
I163178A0,new,5006319663864a9faf661152fa29462e,7090,7121,True,་,False,བ
I1637B774,new,34d41c26a6f745e5a960b026e9b52706,1841,1882,True,་,False,ན
I1637B774,new,9c8e184aba9c450ca8e81e8bd2503e05,2080,2106,True, ,False,ི
I1637B774,new,4e71c102d295465586ed513a6b2fd672,2302,2332,True,་,False,ོ
I1637B774,new,bc4bb86884bb4857a036ba19dcd56add,2536,2538,True,\n,False,ོ
I1637B774,new,494de3aa36e244729f68d318b91175c1,2810,2813,True,་,False,ང
I1637B774,new,a00e49f815c4454c8fada4e64b577513,2859,2863,True,་,False,ད
I1637B774,new,ff617e5ad36c4faea3d98145c8ee3028,2888,2892,True,་,False,ར
I1637B774,new,413abd7d988b47c097b0d6e27c686f0a,2981,2984,True,་,False,ས
I1637B774,new,2457c3d841aa4de29c5e2c0a0db019f2,3015,3025,True,་,False,ན
I1637B774,new,7214a373c8a44fe2a0436cddb2105623,3066,3074,True,་,False,ག
I1637B774,new,e561aa0d45474c52a01682a9b30585e2,3300,3307,True,་,False,ས
I1637B774,new,cf81733aea7347d9af74c200e40eafdc,3605,3611,True,་,False,བ
I1637B774,new,2697a504a80645f0b3007c48bd8436a7,3624,3628,True,་,False,ས
I1637B774,new,55746510bacf4b0c92a07aa79ad34efb,3641,3653,True, ,False,ག
I1637B774,new,3e6a649f38864a07abdad518f04e47c7,3667,3677,True, ,False,ལ
I1637B774,new,5266b4b484e240458611862555f1d730,3831,3844,True, ,False,ོ
I1637B774,new,d73e25bdb77247459617979175a18b28,3874,3881,True,་,False,མ
I1637B774,new,cbe548da31764e378bfa35505aca176c,3901,3904,True,་,False,བ
I1637B774,new,5b6d8573b0af465db0f808ddfc9d198a,3947,3953,True,་,False,ད
I1637B774,new,ec71033aff5b402788d89e7c05eff6b2,3978,3988,True,་,False,ས
I1637B774,new,428f8d7f9487433f8da15d6af934d16b,3997,4006,True,་,False,ུ
I1637B774,new,1a3382e165134fb5bc3a4caa94503bd5,4070,4095,True,་,False,ས
I1637B774,new,a3dc4149b7184a0fba7507a00016c82a,4099,4102,True,་,False,ག
I1637B774,new,822781556ebc42ca8b4ff9c16db26cca,4610,4624,True,་,False,ི
I1637B774,new,549fca8229134cb98ad6fc952db3312a,4654,4664,True,་,False,ས
I1637B774,new,09e0cd83784e4c0b8c83752e08659c1e,4819,4826,True,་,False,ང
I1637B774,new,578ff37d4c3f4e89b8ea3454c8b15e6e,4872,4880,True,་,False,ས
I1637B774,new,b6913bb4ec814f548357ad16920bbd36,4914,4926,True,་,False,ད
I1637B774,new,b328b2ce655041c2a8c8c7cdd044b1cb,4988,5009,True,་,False,ང
I1637B774,new,11290b01fd5a47dc93533dc5f95adbfb,5016,5026,True,་,False,ེ
I1637B774,new,6ee698bdb6904c399a801a2871647f1c,5039,5042,True,་,False,ད
I1637B774,new,a474a1887179491ca953544f8bad73b9,5046,5051,True,་,False,ན
I1637B774,new,5a15daeea5744d02adac3c6c4ae58923,5117,5125,True,་,False,ས
I1637B774,new,cce0e47ce8f44c9188a708c2c3bf653f,5130,5132,True,་,False,ེ
I1637B774,new,3b74a54e3594472e91b126dd0f918a0d,5177,5182,True,་,False,ག
I1637B774,new,7596ba72616f419a85c608133221a782,5316,5323,True,་,False,ན
I1637B774,new,4941fd3022324560bf0cd045797eea60,5372,5379,False,པ,False,ས
I1637B774,new,118c65449b74471e919f1c235b9c791c,5639,5642,True,་,False,ས
I1637B774,new,774c0096c591484da4ad010d81c21fe4,5650,5654,True,་,False,མ
I1637B774,new,9e4f3d7126114476abfec2dd2115a3c9,5678,5682,True,་,False,ས
I1637B774,new,535d861329a649b0a22c15f2c6af62fd,5714,5716,True,་,False,ན
I1637B774,new,bdd4e7311ea6436997a30e2b01437873,5728,5750,True,་,False,ད
I1637B774,new,8346dfd1029c4cdfa5d336f8eb4800c4,5764,5771,True,་,False,ན
I1637B774,new,522da67d6ad84fdbbf69c1489e81cbef,5862,5872,True,་,False,ག
I1637B774,new,93e6e33407864d039aa2c0c6e1a5d1a3,6663,6676,True,་,False,ོ
I1637B774,new,aa6c9de3ec19468795362440278d5be5,6808,6818,True,་,False,ན
I1637B774,new,d73ceddd94ea4636bbad87ba550df0b4,6873,6876,True,་,False,ད
I1637B774,new,d214d62779104bf7bcd581f76d0749cb,6893,6911,True,་,False,ད
I1637B774,new,0455b34fa8bb4234a49f8ab7c18b8340,7091,7102,True,་,False,ག
I1637B774,new,3b462e80ebb34075bc1ad377c77f00ad,7210,7216,True, ,False,ང
I1637B774,new,c073f38defc74ca0a471ba5bada9ccbf,7288,7297,True,་,False,ར
I1637B774,new,dbe0aeb7ad5e4cd2bb92ce6385183691,7302,7314,True,་,False,ས
I1637B774,new,e1918daa3ab448fdb03fdf4af3a8eda9,7446,7453,True, ,False,ད
I1637B774,new,10fd5044f34e4164bd13c0b53477271a,7465,7478,True,་,False,བ
I1637B774,new,f58e67472b8d4e0283977b599baa1ed8,7482,7487,True,་,False,ས
I1637B774,new,4dc1febb3a384ce3a09c5c9b18f569f0,7590,7592,True,་,False,ེ
I1637B774,new,b2d0c265280e41798a960307a2c93b7f,7596,7608,True,་,False,ང
I1637B774,new,90345381e02749a8a269a6837e3d7d63,7661,7666,True,་,False,ན
I1637B774,new,795a4e7ef1cf4cad863779b9de5f841c,7678,7683,True,་,False,ས
I1637B774,new,0a433a70db7041b9ad9f22a0e4b26ba5,7747,7753,True, ,False,ག
I1637B774,new,529bfbe38a9a4f35a151f1d52c2143e9,7791,7793,True,་,False,ོ
I1637B774,new,f8a33984dfb2450ca95603b5fdfe38be,7796,7805,True,་,False,ལ
I1637B774,new,57b2120740484d349bc87433ce45c4a5,7822,7826,True, ,False,ད
I1637B774,new,7d0cd56c30da4a58ab14a75f8631619d,7829,7833,True,་,False,མ
I1637B774,new,ee56e8d0bde848e792c2c81e6bdca798,7846,7864,True,་,False,ག
I1637B774,new,a4ea8ab45a4f4587b2aa4ad446d849d5,7880,7883,True,་,False,ད
I1637B774,new,14597962d417441faa3dd258c21bf6af,7962,7975,True,་,False,ལ
I1637B774,new,e9aad1f24509440fba82a1d7adc70b6c,8039,8048,True,་,False,ད
I1637B774,new,04ed6761fb63442396a50c18562bb6f1,8054,8058,True,་,False,ག
I1637B774,new,fe85e05370bc47a38f9a167c0357176c,8083,8086,True,་,False,ད
I1637B774,new,05ef4247ff3841eaac8f37bf2993d6d3,8131,8134,True,་,False,ས
I1637B774,new,c27fff4ee8ef4403acb93e4ae33b278b,8155,8156,True,་,False,པ
I1637B774,new,5beb950bcc50429ab614d3923e946122,8165,8172,True,་,False,ང
I1637B774,new,af86bbd0ae4740dbbec9e6038fecc972,8183,8184,True,་,False,ལ
I1637B774,new,ae0fe164fb27461e8fbaf51df39a208f,8196,8200,True,་,False,ས
I1637B774,new,26aa7104f900491b8dd1a2716fc7b8b4,8210,8223,True,་,False,༌
I1637B774,new,4ee60ca45a3240a594068f7828fc524f,8332,8338,True,་,False,ྔ
I1637B774,new,84735855842f4b11900a1b4e8286d5f0,8421,8424,True,་,False,ད
I1637B774,new,09a6a74816ba4a33881148f2bf9c11ef,8634,8641,True,་,False,ི
I1637B774,new,9edd9c0bceaf481c8af22da94f6e7dfc,8653,8656,True,་,False,ལ
I1637B774,new,ae8e220440554ee29c916c012332af7f,8712,8717,True,་,False,ོ
I1637B774,new,b79edc41312a44d68723dc28e40d51ed,8771,8775,True,་,False,ག
I1637B774,new,007da61b815a41b0a39949444b334497,9186,9187,True,་,False,ལ
I1637B774,new,786805cd0b184fbdaea5d1e34ffaf0d9,9252,9258,True,་,False,ས
I1637B774,new,2edbd07f0e4f43468248915a564623ce,9272,9274,True,་,False,ྔ
I1637B774,new,90d9542fd42544998c22ba10fa2ca1a3,9297,9309,True,་,False,ོ
I1637B774,new,7835ca89895443a3870a69cef9db8b67,9459,9468,True,་,False,ས
I1637B774,new,ae1033c5a2824e0680741ad0dae70eff,9519,9526,True, ,False,ི
I1637B774,new,06347f71d78e45eb88e9a837bb8825e0,9566,9574,True,་,False,ས
I1637B774,new,d6f6a59833174bc88a21d6c6e25e896e,9746,9750,True,་,False,ས
I1637B774,new,390aa65d75814abaabfefddfe211302a,9754,9761,True,་,False,ང
I1637B774,new,2af5280d90f24d0fbd5241db0b321d39,9768,9770,True, ,False,ེ
I1637B774,new,06c9c9ab66b2494ca98600f429ce158b,9780,9782,True,་,False,ས
I1637B774,new,598adecc279f4eff82cb54ee4868d54c,9789,9795,True, ,False,ས
I1637B774,new,b3e120acc02d4d48b968ae7e8d8e282a,9819,9829,True,་,False,པ
I1637B774,new,9b070c9187c54da8b4d1fb86054c7943,9850,9851,False,བ,False,ས
I1637B774,new,24683dc8c1464706bc84cf3c89d85b87,10313,10342,True,་,False,ང
I1637B774,new,6f28aa372cbd46eea298ff98ab812330,10393,10409,True, ,False,ལ
I1637B774,new,0a4baf23df244c53957f012ed02b0960,10485,10490,True,་,False,ས
I1637B774,new,bf6d33e1849a4d9cb39af2cdef3d05e8,10782,10803,True, ,False,པ
I1637B774,new,b9614ffb3a5b4dc69954d21b21ced240,10847,10854,True, ,False,ར
I1637B774,new,61993d91ca94456c9db06061ca00160e,10929,10932,True,་,False,ི
I1637B774,new,9d1bc471fd7a494083dfb39965dddae3,10944,10947,True,་,False,ག
I1637B774,new,eadb757811b5462ab9c58b6bf9b8833a,10960,10965,True,་,False,ལ
I1637B774,new,f7314c0ff44a451cacea3bfd06987af3,10976,10982,True,་,False,ང
I1637B774,new,aa02d2d54f3247408f25da9cba2dde6a,11090,11121,True, ,False,ི
I1637B774,new,b59c5ee9927d4c88b99b94d5df6ca5db,11281,11285,True,་,False,ན
I1637B774,new,b040936fcbd64841a9b103bdf44b5224,11302,11304,True,་,False,མ
I1637B774,new,7026a6e3923246eab778f981d8ce7ffd,11347,11352,True,་,False,པ
I1637B774,new,d2ef3f069ffc41249a0a93be11124ee1,11357,11360,True,་,False,ས
I1637B774,new,4de7ba9fe9e1432980474bb7c7d87654,11420,11428,True,་,False,མ
I1637B774,new,bc6b6856c1c7466c897b483422957f82,11432,11448,True,་,False,ན
I1637B774,new,11ae30df2ee24f67bad5daf5ae4fdaa3,11456,11475,True,་,False,པ
I1637B774,new,964308dcf0864704b2c7e64dff0b3281,11479,11485,True,་,False,ས
I1637B774,new,1e420f09284a47bf9c2cbc2c4ac9d8fe,11523,11525,True,་,False,ས
I1637B774,new,40cf0dcecc614ce6a09ab0b397023537,11541,11547,True,་,False,ས
I1637B774,new,007482eb501145ccb56a31faaa6c32cd,11563,11568,True,་,False,པ
I1637B774,new,e7586265804d40819d35e8b3813e3e10,11597,11600,True,་,False,འ
I1637B774,new,1d9eef6e40c34df6b20771b446d0ed02,11614,11618,True,་,False,ས
I1637B774,new,a19d043f1c664ab4811d8575395573bc,11622,11625,True,་,False,ག
I1637B774,new,ad82fccc37ee4ba793a750234ed07bba,12366,12370,True, ,False,ི
I1637B774,new,26c7900564584b7f9f137c8e916eecac,12385,12404,True,་,False,ད
I1637B774,new,e262cd6601dd4bfbb9018e6f1608d736,12599,12620,True,་,False,ས
I1637B774,new,20d553a64a7d49f19c56a2056162d58f,12638,12643,True,་,False,ད
I1637B774,new,08164451282740f0996c695839fe068e,12658,12662,True,་,False,ལ
I1637B774,new,6b1483abe84b41c99e53c4cc600a3c1b,12672,12674,True,་,False,ང
I1637B774,new,13a0c548500044d9882d1865df1804b9,12679,12683,True,་,False,ལ
I1637B774,new,c4a254a8c89f4e13a9695f6a388e9474,12699,12706,True,་,False,ས
I1637B774,new,c33dbdd8672c4059be010f1fa77d12f2,12709,12713,True,་,False,ན
I1637B774,new,09ae3e92bfea47979b0e8b306c06edf7,12832,12845,True,་,False,ེ
I1637B774,new,3319337b10234124ace88ea7d6bb9fbe,12886,12897,True,་,False,ི
I1637B774,new,5c00831c1f9c4b3f9c1d9ab6da710324,12901,12912,False,ུ,False,མ
I1637B774,new,5f9634045c2742a4b08f43b077c56296,12926,12942,True,་,False,ན
I1637B774,new,4e29002cb879409fbb9e7b0ca839b2cd,12947,12950,True,་,False,ན
I1637B774,new,2efed867e62742a89db8b5480cc4efc3,13012,13021,True,་,False,ག
I1637B774,new,7c91f42bab3a4640851709d61fbf263e,13025,13028,True,་,False,ས
I1637B774,new,e09c0affed444778b2da16cc8ac9f83d,13036,13043,True,་,False,ན
I1637B774,new,4c7c50e95606483fbbac36c5f337e5d4,13082,13088,True,་,False,ག
I1637B774,new,ab3e7e3b69c74f66a01fa3b201de1dca,13829,13833,True,་,False,པ
I1637B774,new,6a0d5bae04ed4f139c9f088dc6ac68bd,13842,13849,True,་,False,ན
I1637B774,new,90ec189eaf634b59b7503a8aab6e45ac,13853,13865,True,་,False,ས
I1637B774,new,11045dd1bef14eddb1c36b61d75c841d,13901,13906,True,་,False,ལ
I1637B774,new,846eeabac65e4e1b80ae3c77cc4bccc7,13937,13950,True,་,False,ས
I1637B774,new,71607d31c4a84f4bbda3c93ebc27290f,13962,13972,True,་,False,ན
I1637B774,new,32924ff741ff41fa919a0434b82d0993,13975,13978,True,་,False,ད
I1637B774,new,cebca9bbd6d5480eb429ac44c742cef0,14019,14027,True,་,False,བ
I1637B774,new,222f05a0e5a84e9284b6646f99645aa1,14056,14060,True,་,False,ཀ
I1637B774,new,9aae0b3fbe634ade842949fa9c82dd9b,14075,14080,True,་,False,ག
I1637B774,new,3190cbbe20e446f691d598a85b8cf9aa,14100,14107,True,་,False,པ
I1637B774,new,483ddc83f5464ccd8f871eb6d4cf17a0,14117,14121,True,་,False,ུ
I1637B774,new,f254948e889f4d6f801302b1e501af44,14172,14174,True, ,False,ེ
I1637B774,new,5b78025e89b44c9eaa4f32fbb86391e3,14201,14202,True,་,False,ལ
I1637B774,new,aaaa186a4069463eaba3920f6337d111,14211,14218,True,་,False,ས
I1637B774,new,d57a0d4b81834e96826d39d426293644,14229,14234,True,་,False,ལ
I1637B774,new,8dcfa1cd71be4f01a4a21b2751cccd16,14255,14256,True,་,False,པ
I1637B774,new,a3727197a20946a8a3f168e8f306bb8a,14280,14281,True,་,False,ལ
I1637B774,new,cc35daac1017470291a7bafb0da1f949,14383,14392,True,་,False,ག
I1637B774,new,0c36e053ff414ae88833532df2bb30e7,14409,14414,True,་,False,པ
I1637B774,new,d09c71a948ab414abd956322fe56d8eb,14427,14438,True,་,False,ར
I1637B774,new,17b65a32eea94c128a5b2add478393be,14488,14493,True, ,False,ས
I1637B774,new,8edc28c3e7a64729ac1de3f3ba04cd30,14540,14547,True,་,False,ན
I1637B774,new,b3f80968b3ee41ac81d5c66330fe2470,14578,14593,True,་,False,ས
I1637B774,new,bb76098399b74fbe8b527b3d5736a3d9,14789,14795,True,་,False,ས
I1637B774,new,124f3c939af046389424072ad2df05db,14804,14822,True,་,False,ས
I1637B774,new,a8a4a9efc3694ac29da3b8ac2fddf916,14883,14887,True,་,False,ར
I1637B774,new,3064dede026e4654a70ef66d31a1dc40,14900,14901,True,་,False,བ
I1637B774,new,8a4d4744ffb84eca808a691432a32237,14918,14922,True,་,False,ས
I1637B774,new,d0ccb42adf5d406aba0fa3e91f9a10f4,14929,14943,True,་,False,ང
I1637B774,new,a650e533a765403fac1df13f34800e0f,14950,14955,True, ,False,ས
I1637B774,new,bf427e32dda34c429984e0289da0efc5,14965,15003,True,་,False,ས
I1637B774,new,222963c07e6b44e5b9dcd554da50b7b0,15012,15013,True,་,False,ལ
I1637B774,new,a6a18dcb580a45e8a387d937f908cd72,15034,15046,True,་,False,ད
I1637B774,new,cd534d90c1bd4164a9beee7d68760144,15065,15068,True, ,False,ེ
I1637B774,new,ed404dd46ad04935937b32f747c1229d,15072,15076,True,་,False,ར
I1637B774,new,a989659b27ca47ebba36ace5c8d7fe89,15095,15102,True,་,False,ན
I1637B774,new,a91e4393e7bf47bd92b15a0be0002330,15122,15131,True,་,False,ི
I1637B774,new,40508b6181ef4a66b9b572a78c9af4ca,15140,15142,True,་,False,ཞ
I1637B774,new,81080b57e3c442538c1ca1e0483692ab,15147,15150,True, ,False,ན
I1637B774,new,76f5d88a3dcb4765b1d4863a3a7170c8,15166,15169,True,་,False,ད
I1637B774,new,6c8a2e96c19947a29618de9b2b2c3ce8,15184,15202,True,་,False,ར
I1637B774,new,efa3a2fc403f42178cc54731533d1c4f,15234,15242,True,་,False,ས
I1637B774,new,6823d0ce1bd0433db2c4be8cea3317d8,15257,15261,True,་,False,ི
I1637B774,new,5a32868d84bd438699855aa8bc07def9,15281,15288,True,་,False,མ
I1637B774,new,aba07d4b5fa4401596fa612f7a5b5603,15297,15300,True,་,False,ི
I1637B774,new,c5bbe61961d24362a030e8e58fe58f55,15317,15318,False,ི,False,ས
I1637B774,new,6f50eb464feb4d24bad226141c9ae413,15326,15339,True,་,False,པ
I1637B774,new,9b4fb6bac3cd410abfd07280f81a03ea,15354,15356,True,་,False,ང
I1637B774,new,d042c69591b543ed8dfd5d2a944502fe,15360,15363,True,་,False,ས
I1637B774,new,d1efb4c9b19d4bf283a841412584bd41,15408,15411,True,་,False,ག
I1637B774,new,8027b20abfb24eafa86f2f0c633ea45f,15588,15613,True, ,False,པ
I1637B774,new,ff571d667df84b56b2dee4f4e0ab2d0d,15618,15623,True, ,False,པ
I1637B774,new,f6a21247818c4dae8f55f044a9096f0f,15637,15640,True,་,False,ན
I1637B774,new,2e7eacc9ca694c2bb747dd0d634ace36,15643,15646,True,་,False,ད
I1637B774,new,5e1e91c31d1348ed8ef316347d56f758,15656,15660,True,་,False,ས
I1637B774,new,dafbf2fde7414957847f5d5c1a7cf7d2,15684,15687,True,་,False,ན
I1637B774,new,6f308c583e514091870975cba3f56852,15701,15724,True,་,False,པ
I1637B774,new,9141337f20a440d5b451da43638f64fb,15778,15804,True,་,False,ན
I1637B774,new,dda10bd9a7bd473998941eef60732ee9,15820,15827,True,་,False,ག
I1637B774,new,a14947d854154a79b02e1c412721b6f4,15833,15842,True, ,False,ས
I1637B774,new,3f5b5c3b2f3a4eb29001f7d077c269b7,15847,15852,True,་,False,ག
I1637B774,new,5f6d5b7fbbf24bf587c7709f3abdaf1b,15855,15859,True,་,False,ས
I1637B774,new,85b18bf9ccee42e59f7d045781064ae7,15873,15896,True,་,False,པ
I1637B774,new,05ebf125a3a6427e853561507f963f49,15905,15912,True,་,False,ན
I1637B774,new,cab952a7de5b457e955d35c39c4022d7,15931,15939,True,་,False,ས
I1637B774,new,fa00275bf7a347eca510d0da17b23be0,15964,15968,True,་,False,ི
I1637B774,new,1b82b208860a43beac4e5dcf5b4378cd,16003,16010,True,་,False,མ
I1637B774,new,3f8c03ce4b914eb1a387d094d33dbf42,16036,16037,False,ུ,False,ས
I1637B774,new,e25241bf18744665a86d1209901a3860,16063,16079,True,་,False,ན
I1637B774,new,b53824b49a134b07b96ab3bedd402b9a,16088,16098,True,་,False,ི
I1637B774,new,6677fc261e2b496693e1b2ee5d4c0b02,16135,16138,True,་,False,ན
I1637B774,new,66d4ec26106149ffbc47fa91952c102f,16141,16144,True,་,False,ད
I1637B774,new,435dd06b084546cb8438c81bc07f6db1,16184,16189,True,་,False,ས
I1637B774,new,c4f26370a7794f51a330de0e7ec0beba,16199,16202,True,་,False,ི
I1637B774,new,1452b96d583c4863b74a70d25a6df0a3,16223,16228,True,་,False,པ
I1637B774,new,76eb8bc66d3241af90aa7afd8242acd8,16241,16244,True,་,False,ས
I1637B774,new,5dd45826ba6142f6a0f31baf8e3b87c9,16259,16275,True,་,False,ི
I1637B774,new,05d623dc435b4c17b0a5fdbeb961d448,16322,16326,True,་,False,ས
I1637B774,new,72d9f99399fc4b4ab7b6805b8a4b67ce,16357,16359,True,་,False,ང
I1637B774,new,04822b7cc74b4623a7636e900f8a8e00,16363,16366,True,་,False,ག
I1637B774,new,39ffce8b061a4e55a044805039315b22,16406,16411,True,་,False,ོ
I1637B774,new,755ea985cbe143f48bd761bda5f79cf9,16464,16470,False,བ,True, 
I1637B774,new,da99d62d25dc4d8ba6c6b028a186d087,16726,16730,True,་,False,ས
I1637B774,new,9a00c720e0b0425b80ab74e5805595c1,16734,16738,True,་,False,ན
I1637B774,new,44cc1df5dfb449309ec6da27b0615d64,16763,16769,True,་,False,ི
I1637B774,new,632af0824a8b419aa7974470760a8447,16808,16814,True,་,False,མ
I1637B774,new,5319931431744f968ee049faac61fe4d,16901,16924,True,་,False,ས
I1637B774,new,99f8b0d751844e069992b898cf4c8362,17000,17028,True,་,False,ས
I1637B774,new,4255a9eb226740fb8ad9b6f0f80343e4,17103,17120,True, ,False,ས
I1637B774,new,80d9560190ce4743bdfff32847a9a01d,17138,17143,True, ,False,ས
I1637B774,new,29b886f3fe3747ddaf9c86b6b3be7ef8,17184,17199,True,་,False,༌
I1637B774,new,06b2b0f1e4214e2e9a175ee62be1703f,17226,17239,True,་,False,ན
I1637B774,new,693a0fede68045a0856141e405818279,17258,17261,True, ,False,ད
I1637B774,new,19ef54d47aae48b7be50c6801475c558,17272,17275,True,་,False,ང
I1637B774,new,8544f8bbf23e4c9fa43e6a473cae6401,17280,17283,True,་,False,ས
I1637B774,new,19ed39fa96434219bea897e3ed7c3403,17293,17309,True,་,False,ང
I1637B774,new,ab82b59671164d048af9f0711198b15d,17337,17342,True, ,False,ག
I1637B774,new,745182ff12724d8ea17234dd22d6dcf8,17373,17377,True,་,False,ག
I1637B774,new,7f855d0c9f0e4a6a9457006a46e4ff7e,17390,17395,False,ལ,False,ན
I1637B774,new,321644fa7a9241df806832c7bc086a6a,17426,17433,True,་,False,པ
I1637B774,new,e1761e0b3c1f404c89f2d47f09e90984,17734,17743,True,་,False,ན
I1637B774,new,3e4af194382b438e8e78942fd0630c4d,17748,17750,True,་,False,ས
I1637B774,new,67448c5e99e2442abe54b3cd0609a5a9,17774,17786,True,་,False,ད
I1637B774,new,302c1693f4434cf8a97fca2b69c6daeb,17792,17797,True, ,False,པ
I1637B774,new,46ac1dacdc6e418088ed4dbd761bd000,17800,17802,False,ེ,False,ི
I1637B774,new,2a4d1505d481491bad1806daf7841399,17816,17862,True,་,False,ས
I1637B774,new,25bf36ff7fa84048906be10ddf10a48b,17871,17873,True,་,False,ུ
I1637B774,new,c8f48dbc208f45a8b2890cbea444c123,17900,17904,True,་,False,ེ
I1637B774,new,4bc3b74d8f8747059ea4e667764b1450,17985,17999,True,་,False,མ
I1637B774,new,ff4b37ac12a44691a1c67d6f5c96a5b5,18070,18076,True,་,False,ང
I1637B774,new,953b8563787744889fc16b22962a362f,18157,18165,True,་,False,ས
I1637B774,new,6cc2e57d04d742e5bb36226886838094,18180,18184,True,་,False,ི
I1637B774,new,7a2fa79e896c4df587700ee4e56b6f8a,18211,18241,True,་,False,ི
