pecha_id,batch,ann_id,start_orig,end_orig,start,end,start_delta,end_delta,start_snapped,end_snapped,unsnapped_reason,start_is_clean_after,end_is_clean_after,dropped,resolve_notes
I058DD999,new,1a19b9eb582d4f80bc6f24e4624d05fc,52716,52883,52716,52883,0,0,False,False,,True,True,False,
I058DD999,new,df01707a9a9f4d3e8a67971057ada2b8,52918,53070,52918,53070,0,0,False,False,,True,True,False,
I058DD999,new,883a0ceb2ccb4bdbacc121d402fbbb75,53113,53248,53113,53248,0,0,False,False,,True,True,False,
I058DD999,new,5ce331f3240b495fb419e5801fac6017,54469,54540,54469,54540,0,0,False,False,,True,True,False,
I058DD999,new,63fc1958ee0e49a4a5eb621bde268e91,54564,54682,54564,54682,0,0,False,False,,True,True,False,
I058DD999,new,f93cda3a695b40a68f5d36e07c9d815f,54847,54998,54847,54998,0,0,False,False,,True,True,False,
I058DD999,new,c1f33defdf68491887cfdfd68467553f,55259,55419,55259,55419,0,0,False,False,,True,True,False,
I058DD999,new,763ec83e065b49a5bc0455e9c3736f13,55441,55557,55441,55557,0,0,False,False,,True,True,False,
I058DD999,new,273f0084d32541f5b351566ef3c07d06,55643,55822,55643,55822,0,0,False,False,,True,True,False,
I058DD999,new,a6c637a14f484ada9e9905d016d090a8,55833,55945,55833,55945,0,0,False,False,,True,True,False,
I058DD999,new,f6b63be378544a73966a2467ccce0235,58537,58699,58537,58699,0,0,False,False,,True,True,False,
I058DD999,new,048884dfd018427cb6283ec852c3cb07,58713,58851,58713,58851,0,0,False,False,,True,True,False,
I058DD999,new,acac398f98884fb6aeae20438c1fbd1a,59747,59869,59747,59869,0,0,False,False,,True,True,False,
I058DD999,new,c4fbf2bba834476ca306ffeb7bb4220a,59883,60007,59883,60007,0,0,False,False,,True,True,False,
I058DD999,new,3dfcc56c5f2a4ae9a14b6a020d855c26,60038,60151,60038,60151,0,0,False,False,,True,True,False,
I058DD999,new,e811b062bd844dd7ae74ec942e125812,60352,60498,60352,60498,0,0,False,False,,True,True,False,
I058DD999,new,1bda80f9efc3427592ea38159d6b80d1,60517,60634,60517,60634,0,0,False,False,,True,True,False,
I058DD999,new,f85a481153ff4c94b60d40569b145e72,61443,61609,61443,61609,0,0,False,False,,True,True,False,
I058DD999,new,fecdcd82cc7d4270adeabdede9e521ee,61635,61945,61635,61945,0,0,False,False,,True,True,False,
I058DD999,new,aa37113b6c1540f7ae32dc1741e7f9b2,62879,63046,62879,63046,0,0,False,False,,True,True,False,
I058DD999,new,0a2f8c32101f455390b6c3c31d8f2e80,64812,64889,64812,64890,0,1,False,True,,True,True,False,
I058DD999,new,3a503aa27c4a492f91a5f5c5137b0ccb,65157,65260,65157,65261,0,1,False,True,,True,True,False,
I058DD999,new,a9122d4eb47f4f95918108cb110acb4e,65590,65916,65590,65917,0,1,False,True,,True,True,False,
I058DD999,new,19b69a9d65994355a6741f1f36062fca,66799,67243,66799,67243,0,0,False,False,,True,True,False,
I058DD999,new,2d19a24df8f84292bb2f1c705323e709,68921,69403,68921,69403,0,0,False,False,,True,True,False,
I058DD999,new,83b915904da9421ab1b1c3953517035a,71443,71837,71443,71838,0,1,False,True,,True,True,False,
I058DD999,new,1e50c12b2950426e9b9b8c31f6bf44ff,87712,87782,87712,87782,0,0,False,False,,True,True,False,
I058DD999,new,f03f3b195ef141c2b3f2005b67b2c9ae,91697,92307,91697,92307,0,0,False,False,,True,True,False,
I058DD999,new,a62e9d533cc745e4b55aaeeb5b1a2386,94971,95137,94971,95137,0,0,False,False,,True,True,False,
I058DD999,new,efcfa11f08c0427e8cd307a6767169be,95139,95300,95139,95301,0,1,False,True,,True,True,False,
I058DD999,new,4c36059240c4444b80fcf09ee8eae45b,95303,95450,95303,95450,0,0,False,False,,True,True,False,
I058DD999,new,292da994070a44c79895f00ebee54c92,95452,95589,95452,95589,0,0,False,False,,True,True,False,
I058DD999,new,726521bbe17745b98a40761cc49d7cc1,96714,96888,96714,96888,0,0,False,False,,True,True,False,
I058DD999,new,65d22606fe0a43118419f5ece59daf1e,97506,97976,97506,97976,0,0,False,False,,True,True,False,
I058DD999,new,5f4f1dc5ec5f4baa9880e2980962d0ba,99838,99994,99838,99994,0,0,False,False,,True,True,False,
I058DD999,new,e61bf03917634633ba70d39fc9882f41,101094,101252,101094,101252,0,0,False,False,,True,True,False,
I058DD999,new,af47a112f3e347e8b3ef74ef67ad863a,103165,103315,103165,103315,0,0,False,False,,True,True,False,
I058DD999,new,eb28cf15e80048709c471075c4c42614,103391,103606,103391,103606,0,0,False,False,,True,True,False,
I058DD999,new,834a9f612a1f4b8ca3d8036e88523b99,103608,103861,103608,103861,0,0,False,False,,True,True,False,
I058DD999,new,2a6609872d964f8eaaba5393f7450798,104031,104268,104031,104268,0,0,False,False,,True,True,False,
I058DD999,new,ab6bc0b431bd427a990f768da974ab8b,104608,104728,104608,104728,0,0,False,False,,True,True,False,
I058DD999,new,a4aeab5d0f5c48b9af19f9467ce986b5,106284,106654,106284,106654,0,0,False,False,,True,True,False,
I058DD999,new,2e5d2c546d034ba0aa5fcf6f69f5990e,107358,107661,107358,107661,0,0,False,False,,True,True,False,
I058DD999,new,3cd2469c78c04da5a0e359b314f1b8ec,109470,109556,109470,109557,0,1,False,True,,True,True,False,
I058DD999,new,8aa5e42a0ea7444db0972e2e1cb3d8f6,109586,109756,109586,109756,0,0,False,False,,True,True,False,
I058DD999,new,ba6b867484c648c9ab62e9a11ba311c7,109786,109907,109786,109908,0,1,False,True,,True,True,False,
I058DD999,new,a87da7bf705e4384ad36b9a0d7c66d30,112758,112994,112758,112994,0,0,False,False,,True,True,False,
I058DD999,new,631f49fe5327438096142d862ce729b0,113006,113250,113006,113250,0,0,False,False,,True,True,False,
I058DD999,new,7c982e0609534f9fac73d128f124615e,115196,115334,115196,115334,0,0,False,False,,True,True,False,
I058DD999,new,9fe2ec4221be4478854d26215b3c656b,116562,116686,116562,116686,0,0,False,False,,True,True,False,
I058DD999,new,578eb4337bec43e78b218d3607af6527,121724,121908,121724,121908,0,0,False,False,,True,True,False,
I058DD999,new,155d80767dc14dfa9b45252cdb8058a4,122377,122493,122377,122494,0,1,False,True,,True,True,False,
I058DD999,new,b35675a072d34b95a746d46726ab7add,122765,122844,122765,122844,0,0,False,False,,True,True,False,
I058DD999,new,8ea16e55c0434d2b8117835eaea30cf5,123283,123394,123283,123394,0,0,False,False,,True,True,False,
I058DD999,new,070b92b4b3964535ab09a3221d59a37b,125708,125871,125708,125871,0,0,False,False,,True,True,False,
I058DD999,new,d19275913b5741bca576c75afc66bbdf,125873,126073,125873,126073,0,0,False,False,,True,True,False,
I058DD999,new,8c511c9db8104fc384f614bf645b6dcd,126075,126195,126075,126195,0,0,False,False,,True,True,False,
I058DD999,new,0371a991694d48d899cf184a88f67a1b,126961,127089,126961,127089,0,0,False,False,,True,True,False,
I058DD999,new,11e449e64af545efb1a031ef64a5415b,127091,127246,127091,127246,0,0,False,False,,True,True,False,
I058DD999,new,37d83a4165ed4585aa729e794fb1f02f,127248,127390,127248,127390,0,0,False,False,,True,True,False,
I058DD999,new,9c72217e80bf458d9a5796715b9c4c4d,127392,127540,127392,127540,0,0,False,False,,True,True,False,
I058DD999,new,71d9b694c4fb4e69bcd75b2e5f6c718f,127542,127694,127542,127694,0,0,False,False,,True,True,False,
I058DD999,new,4ec071dd66cb4136a3c9b7b13733a202,128882,129356,128882,129356,0,0,False,False,,True,True,False,
I058DD999,new,2201b160a6974175b8417f5fedd3bd77,133348,133508,133348,133508,0,0,False,False,,True,True,False,
I058DD999,new,a2eba2f514174f5eaa0da691f42fa0ea,133510,133671,133510,133671,0,0,False,False,,True,True,False,
I058DD999,new,af35b804344248fc86346cf617bb38b2,133673,133835,133673,133835,0,0,False,False,,True,True,False,
I058DD999,new,0b0cf0289ff64b4783322d80980aeff8,133837,133998,133837,133998,0,0,False,False,,True,True,False,
I058DD999,new,e3e69fa2157a47989fb5b36deacb7d28,134000,134163,134000,134163,0,0,False,False,,True,True,False,
I058DD999,new,3de22aeea1e84341803c9a538aa0bc02,134165,134325,134165,134325,0,0,False,False,,True,True,False,
I058DD999,new,81a4b9ac0f004d9c9bf57d2b51cda470,134578,134742,134578,134742,0,0,False,False,,True,True,False,
I058DD999,new,4d4ffe261c2744c89b80be4642c710d7,134744,134901,134744,134901,0,0,False,False,,True,True,False,
I058DD999,new,d2afd90b5fdb416c957ffd56c5b10693,134903,135070,134903,135070,0,0,False,False,,True,True,False,
I058DD999,new,ed91185db5724a519dbda0f54a457a0d,138985,139146,138985,139146,0,0,False,False,,True,True,False,
I058DD999,new,a32cfc1932d64af893e9111acda91a84,155505,155668,155505,155668,0,0,False,False,,True,True,False,
I058DD999,new,ec9625924e0542e9995bb86f78596709,156713,156756,156713,156757,0,1,False,True,,True,True,False,
I058DD999,new,c7fab1ba78ff4d39861918c676d65c0b,156758,156776,156758,156777,0,1,False,True,,True,True,False,
I058DD999,new,ec6c9d2af0c64d58bfcaa8ac737336c4,156778,156868,156778,156868,0,0,False,False,,True,True,False,
I058DD999,new,6c4fc7c55d804a2c94de49b937841977,156870,156885,156870,156886,0,1,False,True,,True,True,False,
I058DD999,new,0bf6ab27fa6f4f79b6735dce0ee02800,156888,156980,156888,156980,0,0,False,False,,True,True,False,
I058DD999,new,00c5588d29274be4b7f5c2aa043b1e70,156982,156996,156982,156997,0,1,False,True,,True,True,False,
I058DD999,new,04f38500f7574e1380fcc06f838e69c9,156998,157094,156998,157094,0,0,False,False,,True,True,False,
I058DD999,new,c07bf0ea189041e5a8bdc4d798233e98,157096,157110,157096,157111,0,1,False,True,,True,True,False,
I058DD999,new,64814fd49e254cb09830a33c3dd0b020,157113,157211,157113,157211,0,0,False,False,,True,True,False,
I058DD999,new,00942e00bbdb4a2786c19f6063a12089,160040,160202,160040,160202,0,0,False,False,,True,True,False,
I058DD999,new,6769f55456124c799eb00966d301d961,160204,160359,160204,160359,0,0,False,False,,True,True,False,
I058DD999,new,86bed979c0c3416a919ec3692bc61d2b,160361,160494,160361,160494,0,0,False,False,,True,True,False,
I058DD999,new,be46cf14eebf4a39aee8dbdc5df6f675,160496,160620,160496,160620,0,0,False,False,,True,True,False,
I058DD999,new,f98cf2b2aa594929bb573851a6a5520e,160656,161151,160656,161151,0,0,False,False,,True,True,False,
I058DD999,new,726164d55b63472ab1b1d0c4610905ee,161363,161689,161363,161689,0,0,False,False,,True,True,False,
I058DD999,new,d420309e1e584098a65a9f54ba67ecfd,161939,162064,161939,162064,0,0,False,False,,True,True,False,
I058DD999,new,feb9355a5d394d90b6e32e0a409775a8,162066,162222,162066,162222,0,0,False,False,,True,True,False,
I058DD999,new,a7eb4bc1129c402eb7e4a497f3055d65,162224,162392,162224,162392,0,0,False,False,,True,True,False,
I058DD999,new,7d33941e28d94eebaedcc2059dd0fc5a,162394,162518,162394,162518,0,0,False,False,,True,True,False,
I058DD999,new,12419174158d4f1d8fdcbbe5ef0f8b57,162520,162648,162520,162648,0,0,False,False,,True,True,False,
I058DD999,new,2cb8aa84613043758b07d6dd27144e5c,163906,164071,163906,164071,0,0,False,False,,True,True,False,
I058DD999,new,a18892ad82de4e24b552be64bd98135c,164103,164231,164103,164231,0,0,False,False,,True,True,False,
I058DD999,new,682833bfba0c4e258d05f772ab7dcf63,164233,164396,164233,164396,0,0,False,False,,True,True,False,
I058DD999,new,284aa1a6d731434b8a0413d8c340dc27,164398,164526,164398,164526,0,0,False,False,,True,True,False,
I058DD999,new,a2c9de57c83e45ebab766b7b21a2445a,164528,164663,164528,164663,0,0,False,False,,True,True,False,
I058DD999,new,18a424342ed241dfb5c6c784519bc038,164665,164793,164665,164793,0,0,False,False,,True,True,False,
I058DD999,new,2d255e4a6940494bace0b8e95e6bcdf8,164795,164996,164795,164996,0,0,False,False,,True,True,False,
I058DD999,new,f3fad393a3bd40578acf866f7968f41f,164998,165156,164998,165156,0,0,False,False,,True,True,False,
I058DD999,new,363d4b76063d405fbbdefe76d6d62478,165158,165324,165158,165324,0,0,False,False,,True,True,False,
I058DD999,new,a96ce810001a450389c99bb1a2baec2b,165326,165492,165326,165492,0,0,False,False,,True,True,False,
I069801F1,new,6f19288de87542d0abd17fa65ca66eae,958,988,958,988,0,0,False,False,,True,True,False,
I069801F1,new,380d16028fcd49b4b58818133e1ffc4c,990,1020,990,1020,0,0,False,False,,True,True,False,
I069801F1,new,a59ea58ec4244c5f9a8d9b7a97109e54,1022,1055,1022,1055,0,0,False,False,,True,True,False,
I069801F1,new,6c0a31101f474078a23cf064bbf47508,1057,1089,1057,1089,0,0,False,False,,True,True,False,
I069801F1,new,2304ad85bcad4a3bb4d34d03ceb59654,13891,13920,13891,13920,0,0,False,False,,True,True,False,
I069801F1,new,2832613520f84e51a126d1d67a147be8,13922,13951,13922,13951,0,0,False,False,,True,True,False,
I069801F1,new,076f7cf8bd5a462f94b2421a0d969c14,13953,13987,13953,13987,0,0,False,False,,True,True,False,
I069801F1,new,99e901f174144f5bba4782c807897526,13989,14017,13989,14017,0,0,False,False,,True,True,False,
I069801F1,new,bd3320d582ae4993acbf10297b3b5c46,19388,19508,19388,19508,0,0,False,False,,True,True,False,
I069801F1,new,26ff73e9d2a44de2a750465ac8bb4033,28885,29021,28885,29021,0,0,False,False,,True,True,False,
I069801F1,new,685a693c34004210b641bc691cc5b4f5,39335,39471,39335,39471,0,0,False,False,,True,True,False,
I069801F1,new,0c958ed7595447858c8adb1469be937f,55646,55772,55646,55773,0,1,False,True,,True,True,False,
I069801F1,new,4f9a2949c79949f1a9e045b0a585f53e,55774,55879,55774,55881,0,2,False,True,,True,True,False,
I07240379,new,f92f88c100fb40b0a3f1d0d1600f43f2,7426,7464,7426,7464,0,0,False,False,,True,True,False,
I07240379,new,a5c9aed799b44b4cb1f5e84a5d0330a1,7485,7538,7485,7538,0,0,False,False,,True,True,False,
I07240379,new,dddc1e2c1a7c4cacb6bc0fc21bfc43d1,20314,20468,20314,20468,0,0,False,False,,True,True,False,
I0B81CD66,new,7336a587454b4d199d945750ab65bccc,94026,94141,94026,94141,0,0,False,False,,True,True,False,
I0FCFA88F,new,12aeffe9afb242468e4743c2f9a53714,11456,11609,11456,11609,0,0,False,False,,True,True,False,
I0FCFA88F,new,768069d4f42f44168e487895a30bb4f7,11611,11737,11611,11737,0,0,False,False,,True,True,False,
I0FCFA88F,new,20a25afac4c841bfb55d2e89d2ea6407,13735,13858,13735,13858,0,0,False,False,,True,True,False,
I0FCFA88F,new,3827d9554b0f4cbfa2da44a7d28cec8a,31751,31907,31751,31907,0,0,False,False,,True,True,False,
I0FCFA88F,new,a94a1639556b4ad3872dd024b9c5a578,34269,34513,34269,34514,0,1,False,True,,True,True,False,
I0FCFA88F,new,1abf952c7b574a7e9e92fbd3f860f6be,35757,35876,35757,35877,0,1,False,True,,True,True,False,
I0FCFA88F,new,dadc3c92dbdd4a768b89b2ea22e4367f,41271,41355,41271,41356,0,1,False,True,,True,True,False,
I0FCFA88F,new,3e4c8f249b794ef595ed8e0882458b5d,52325,52801,52325,52801,0,0,False,False,,True,True,False,
I0FCFA88F,new,11b418dfe6ff463dbbe1e01c67a1212f,74349,74588,74349,74588,0,0,False,False,,True,True,False,
I0FCFA88F,new,d8a54d18e7c74f8f90a8df2eb35d324d,77719,77908,77719,77910,0,2,False,True,,True,True,False,
I0FCFA88F,new,bd5a40f1cddc4b0b9f2e75ae269758a3,89925,90237,89925,90239,0,2,False,True,,True,True,False,
I0FCFA88F,new,3d43e5f9294f42eaa39c6c1626dd97e0,93929,94240,93929,94240,0,0,False,False,,True,True,False,
I0FCFA88F,new,1fce0ff790cc431aba2d2d799ae8ef4c,107877,107938,107877,107938,0,0,False,False,,True,True,False,
I0FCFA88F,new,4912551485e6470caf9dd0d6e3675588,107976,108059,107976,108059,0,0,False,False,,True,True,False,
I0FCFA88F,new,f33361d4259f4e60abd98d29e93d5275,113789,113984,113789,113986,0,2,False,True,,True,True,False,
I0FCFA88F,new,2aecb2b26a574fee883295dac54d1c81,114238,114365,114238,114365,0,0,False,False,,True,True,False,
I0FCFA88F,new,96f26a0b237a4b18a2e4434524f36833,114587,114752,114587,114752,0,0,False,False,,True,True,False,
I0FCFA88F,new,d5a9d5d172f042cd9f820e7dac83577f,117323,117466,117323,117466,0,0,False,False,,True,True,False,
I0FCFA88F,new,00dc05187eb54693a856d7efb5c4d07e,118159,118283,118159,118283,0,0,False,False,,True,True,False,
I0FCFA88F,new,4609ff445bc14a72af5ced11b16a8c86,118332,118572,118332,118572,0,0,False,False,,True,True,False,
I0FCFA88F,new,5024365454bf41c190d5108d5563a989,118607,118840,118607,118840,0,0,False,False,,True,True,False,
I0FCFA88F,new,d57657129be8489a82c061b5c981a0a4,120147,122010,120147,122010,0,0,False,False,,True,True,False,
I0FCFA88F,new,901414ac4459471899ed0ddabea1b098,122416,122567,122416,122567,0,0,False,False,,True,True,False,
I0FCFA88F,new,e04459c5f81f4ebea1dcbb687b8a6a45,122569,122715,122569,122715,0,0,False,False,,True,True,False,
I0FCFA88F,new,3b948d4577524005a270a2f3cd9859a2,123301,123456,123301,123456,0,0,False,False,,True,True,False,
I0FCFA88F,new,5cc898ed22d8499b96cc9b86edb7a7c8,123938,124201,123938,124201,0,0,False,False,,True,True,False,
I0FCFA88F,new,394b2ff898844923b7262669f07862e7,125058,125611,125058,125611,0,0,False,False,,True,True,False,
I0FCFA88F,new,06ee4cf999334251a3e4dec5fea44619,135586,136010,135586,136010,0,0,False,False,,True,True,False,
I0FCFA88F,new,426a15b173fa488caa31a1ed37a5be6b,137236,138077,137236,138077,0,0,False,False,,True,True,False,
I0FCFA88F,new,2e6c5fa6733b4a89b89ea4028fc20a12,138524,138660,138524,138660,0,0,False,False,,True,True,False,
I0FCFA88F,new,c3c37e98bc384353b1680c7e1313e44f,139552,139855,139552,139855,0,0,False,False,,True,True,False,
I0FCFA88F,new,2301f310ff8245fb9bdeaf8201739029,140356,140446,140356,140446,0,0,False,False,,True,True,False,
I0FCFA88F,new,d1a959cd2dee493d8700f4b6113f5d23,140516,140741,140516,140741,0,0,False,False,,True,True,False,
I0FCFA88F,new,488ba8d4171d4279b14072a48c9290eb,141150,141375,141150,141375,0,0,False,False,,True,True,False,
I0FCFA88F,new,c6040360f4cf45ec9420bab34e48f8dd,141742,141901,141742,141901,0,0,False,False,,True,True,False,
I0FCFA88F,new,9bdca1151d924698b38906008c440259,142232,142380,142232,142380,0,0,False,False,,True,True,False,
I0FCFA88F,new,75eba93843044b49b124b0ebb8dc6298,142668,143007,142668,143007,0,0,False,False,,True,True,False,
I0FCFA88F,new,73c9b71e90e14547ad61b946eab1c456,143675,143904,143675,143904,0,0,False,False,,True,True,False,
I0FCFA88F,new,40371a0723494dbda0b171a20d8c8b12,144524,144640,144524,144640,0,0,False,False,,True,True,False,
I0FCFA88F,new,33b38e8b7b4147aba22af1a48f01738b,144665,144784,144665,144784,0,0,False,False,,True,True,False,
I0FCFA88F,new,391bff7458124b079b66401100f275ce,144815,144924,144815,144924,0,0,False,False,,True,True,False,
I0FCFA88F,new,13f47ed4d6e04595982c20849ff9baaa,145901,145993,145901,145993,0,0,False,False,,True,True,False,
I0FCFA88F,new,4918119ee7cc479e9939d406ee104b3a,146015,146105,146015,146105,0,0,False,False,,True,True,False,
I0FCFA88F,new,8039884db1c54ea4bf3036ae9602b5ac,146144,146288,146144,146290,0,2,False,True,,True,True,False,
I0FCFA88F,new,10aad7fe2d9141fe91634a8c8cb7cf54,146341,146452,146341,146452,0,0,False,False,,True,True,False,
I0FCFA88F,new,74b0c45402d547868308a9531487ca1a,149750,149809,149750,149809,0,0,False,False,,True,True,False,
I0FCFA88F,new,5d104130bfee4002a69f79eb08a4d902,150043,150160,150043,150160,0,0,False,False,,True,True,False,
I0FCFA88F,new,6ab6afcf1d7e421099e0e7ea1ec8bf66,150492,150844,150492,150844,0,0,False,False,,True,True,False,
I0FCFA88F,new,a8c0c36b71f64bbe9d3ef9d37763ba55,151515,151659,151515,151659,0,0,False,False,,True,True,False,
I0FCFA88F,new,3879bf3d2c7a42bca4322e5565290a4c,152453,152568,152453,152568,0,0,False,False,,True,True,False,
I0FCFA88F,new,39effe579e534b598a75466a75825225,153043,153160,153043,153160,0,0,False,False,,True,True,False,
I0FCFA88F,new,d8d255b35a7445d6b6c9e229a6249b17,153212,153298,153212,153298,0,0,False,False,,True,True,False,
I0FCFA88F,new,1e2d0589b029445db95bda6c5811cc13,153441,153799,153441,153799,0,0,False,False,,True,True,False,
I0FCFA88F,new,96bb816522c94e5098af0dbfe3e8b333,154332,154520,154332,154520,0,0,False,False,,True,True,False,
I0FCFA88F,new,0835a7515b52409280058c708e827339,154881,155213,154881,155213,0,0,False,False,,True,True,False,
I0FCFA88F,new,5e055a3d8c114b0fa0c803e33bf01ff3,155674,157240,155674,157240,0,0,False,False,,True,True,False,
I0FCFA88F,new,a22847f4d55342a48a9fd2bbee400faa,159545,159867,159545,159867,0,0,False,False,,True,True,False,
I0FCFA88F,new,429d813ab5a7483790af81607cd44f3c,160578,161100,160578,161100,0,0,False,False,,True,True,False,
I0FCFA88F,new,dab4e71ea0f14b94ab4a59c16fa10e89,162361,162669,162361,162669,0,0,False,False,,True,True,False,
I0FCFA88F,new,9f048f4d47964dd0a4b5b74b265fdc40,164354,165737,164354,165737,0,0,False,False,,True,True,False,
I0FCFA88F,new,e54522d529174496872e8c0360237225,171009,171294,171009,171294,0,0,False,False,,True,True,False,
I0FCFA88F,new,5a04841ca0614453bda7c3e45282e94a,174469,174625,174469,174625,0,0,False,False,,True,True,False,
I0FCFA88F,new,b1823799df944ad0bd8270a0abc7be25,175506,175742,175506,175742,0,0,False,False,,True,True,False,
I0FCFA88F,new,632957a56fad47c79a071c795009bc29,175856,175972,175856,175972,0,0,False,False,,True,True,False,
I0FCFA88F,new,a5bcaf8fe2ba4948b99df5eaff618b23,176279,176967,176279,176967,0,0,False,False,,True,True,False,
I0FCFA88F,new,e0b3044f5506478984ad49e9bf648ccf,177928,178222,177928,178222,0,0,False,False,,True,True,False,
I0FCFA88F,new,82f71ad74e154862a35e7a8a23d42bfa,178617,179043,178617,179043,0,0,False,False,,True,True,False,
I0FCFA88F,new,afdfff7170c44b59ae9ab0fe2569b600,179757,180096,179757,180096,0,0,False,False,,True,True,False,
I0FCFA88F,new,c01a2da3c2c14bd989d12d7b7824903d,180798,181023,180798,181023,0,0,False,False,,True,True,False,
